Order ID,Date,Product ID,Product Name,Category,Quantity Sold,Retail Price (ZAR),Cost Price (ZAR),Revenue (ZAR),COGS (ZAR),Gross Profit (ZAR),Customer Segment,Province
TT-2024-0470,04/06/2024,50,Peak Design Mobile Case + Wallet,Phone Accessories,2,1299,680,2598,1360,1238,Working Professional,KwaZulu-Natal
TT-2024-0393,06/06/2024,43,Belkin MagSafe Car Vent Mount Pro,Phone Accessories,2,899,470,1798,940,858,Student,Gauteng
TT-2024-0440,06/06/2024,27,Zowie EC2-C,Gaming Mice,1,1699,950,1699,950,749,Student,Limpopo
TT-2024-0091,07/06/2024,5,Sennheiser HD 560S,Headphones,1,3299,1880,3299,1880,1419,Student,Eastern Cape
TT-2024-0224,07/06/2024,42,Nomad Base One Max,Phone Accessories,1,2799,1610,2799,1610,1189,Student,Eastern Cape
TT-2024-0387,07/06/2024,27,Zowie EC2-C,Gaming Mice,1,1699,950,1699,950,749,Student,Mpumalanga
TT-2024-0059,08/06/2024,27,Zowie EC2-C,Gaming Mice,2,1699,950,3398,1900,1498,Student,Eastern Cape
TT-2024-0219,08/06/2024,37,Harman Kardon Onyx Studio 8,Speakers,2,4999,2900,9998,5800,4198,Working Professional,Western Cape
TT-2024-0221,08/06/2024,43,Belkin MagSafe Car Vent Mount Pro,Phone Accessories,1,899,470,899,470,429,Working Professional,Gauteng
TT-2024-0276,08/06/2024,40,Bose SoundLink Mini II SE,Speakers,2,3799,2190,7598,4380,3218,Working Professional,Gauteng
TT-2024-0208,09/06/2024,41,Anker MagSafe 3-in-1 Charger,Phone Accessories,1,1299,690,1299,690,609,Working Professional,KwaZulu-Natal
TT-2024-0239,09/06/2024,39,JBL Flip 6,Speakers,1,1799,990,1799,990,809,Student,Gauteng
TT-2024-0246,09/06/2024,30,Logitech G502 X Plus,Gaming Mice,1,2299,1290,2299,1290,1009,Working Professional,Mpumalanga
TT-2024-0270,09/06/2024,19,Logitech G Pro X TKL Lightspeed,Keyboards,2,2799,1590,5598,3180,2418,Student,Mpumalanga
TT-2024-0373,09/06/2024,26,Endgame Gear XM1r,Gaming Mice,2,1299,700,2598,1400,1198,Student,Gauteng
TT-2024-0071,10/06/2024,43,Belkin MagSafe Car Vent Mount Pro,Phone Accessories,2,899,470,1798,940,858,Student,Western Cape
TT-2024-0051,11/06/2024,47,Anker PowerCore 26800 PD,Phone Accessories,2,1599,860,3198,1720,1478,Working Professional,Eastern Cape
TT-2024-0144,12/06/2024,8,Apple AirPods Pro 2,Headphones,1,5999,3500,5999,3500,2499,Working Professional,Gauteng
TT-2024-0456,12/06/2024,27,Zowie EC2-C,Gaming Mice,2,1699,950,3398,1900,1498,Working Professional,North West
TT-2024-0342,13/06/2024,38,Sonos Roam 2,Speakers,2,3299,1900,6598,3800,2798,Student,Eastern Cape
TT-2024-0086,15/06/2024,4,JBL Tune 770NC,Headphones,2,1899,1010,3798,2020,1778,Working Professional,Western Cape
TT-2024-0114,15/06/2024,45,UGREEN 100W GaN Charger (4-port),Phone Accessories,2,1099,580,2198,1160,1038,Student,Limpopo
TT-2024-0176,15/06/2024,34,Sony SRS-XB33,Speakers,1,2299,1280,2299,1280,1019,Student,KwaZulu-Natal
TT-2024-0399,15/06/2024,29,Razer DeathAdder V3 HyperSpeed,Gaming Mice,2,1399,760,2798,1520,1278,Working Professional,North West
TT-2024-0420,17/06/2024,27,Zowie EC2-C,Gaming Mice,1,1699,950,1699,950,749,Working Professional,Mpumalanga
TT-2024-0429,18/06/2024,10,Jabra Evolve2 55,Headphones,1,8499,5100,8499,5100,3399,Student,Gauteng
TT-2024-0006,19/06/2024,45,UGREEN 100W GaN Charger (4-port),Phone Accessories,1,1099,580,1099,580,519,Student,Limpopo
TT-2024-0030,19/06/2024,20,Akko 3068B Plus Black & Gold,Keyboards,1,1999,1080,1999,1080,919,Working Professional,KwaZulu-Natal
TT-2024-0198,20/06/2024,36,UE Wonderboom 3,Speakers,2,1499,810,2998,1620,1378,Student,Gauteng
TT-2024-0311,20/06/2024,27,Zowie EC2-C,Gaming Mice,2,1699,950,3398,1900,1498,Working Professional,Gauteng
TT-2024-0191,21/06/2024,45,UGREEN 100W GaN Charger (4-port),Phone Accessories,1,1099,580,1099,580,519,Working Professional,Western Cape
TT-2024-0073,22/06/2024,13,Razer BlackWidow V3 TKL,Keyboards,1,2499,1380,2499,1380,1119,Student,Gauteng
TT-2024-0337,22/06/2024,18,Royal Kludge RK84,Keyboards,2,1499,790,2998,1580,1418,Student,Western Cape
TT-2024-0201,23/06/2024,50,Peak Design Mobile Case + Wallet,Phone Accessories,1,1299,680,1299,680,619,Student,Gauteng
TT-2024-0223,23/06/2024,30,Logitech G502 X Plus,Gaming Mice,2,2299,1290,4598,2580,2018,Working Professional,Mpumalanga
TT-2024-0346,24/06/2024,18,Royal Kludge RK84,Keyboards,1,1499,790,1499,790,709,Working Professional,Gauteng
TT-2024-0422,25/06/2024,39,JBL Flip 6,Speakers,2,1799,990,3598,1980,1618,Working Professional,KwaZulu-Natal
TT-2024-0135,26/06/2024,45,UGREEN 100W GaN Charger (4-port),Phone Accessories,2,1099,580,2198,1160,1038,Student,KwaZulu-Natal
TT-2024-0166,26/06/2024,30,Logitech G502 X Plus,Gaming Mice,2,2299,1290,4598,2580,2018,Student,Western Cape
TT-2024-0450,26/06/2024,15,Ducky One 3 TKL,Keyboards,1,3299,1880,3299,1880,1419,Student,Free State
TT-2024-0120,27/06/2024,31,JBL Charge 5,Speakers,2,2199,1230,4398,2460,1938,Student,Eastern Cape
TT-2024-0242,27/06/2024,41,Anker MagSafe 3-in-1 Charger,Phone Accessories,2,1299,690,2598,1380,1218,Student,Gauteng
TT-2024-0237,28/06/2024,2,SoundCore Nova X Pro,Headphones,1,2499,1380,2499,1380,1119,Working Professional,Western Cape
TT-2024-0433,28/06/2024,27,Zowie EC2-C,Gaming Mice,1,1699,950,1699,950,749,Student,Free State
TT-2024-0203,30/06/2024,40,Bose SoundLink Mini II SE,Speakers,1,3799,2190,3799,2190,1609,Student,Gauteng
TT-2024-0333,30/06/2024,39,JBL Flip 6,Speakers,1,1799,990,1799,990,809,Student,Gauteng
TT-2024-0347,01/07/2024,46,Spigen Rugged Armor Case,Phone Accessories,1,499,240,499,240,259,Working Professional,Limpopo
TT-2024-0475,01/07/2024,30,Logitech G502 X Plus,Gaming Mice,1,2299,1290,2299,1290,1009,Student,Gauteng
TT-2024-0102,02/07/2024,20,Akko 3068B Plus Black & Gold,Keyboards,1,1999,1080,1999,1080,919,Working Professional,Western Cape
TT-2024-0116,02/07/2024,46,Spigen Rugged Armor Case,Phone Accessories,1,499,240,499,240,259,Working Professional,Eastern Cape
TT-2024-0151,02/07/2024,9,Samsung Galaxy Buds2 Pro,Headphones,2,3499,2010,6998,4020,2978,Working Professional,Gauteng
TT-2024-0196,03/07/2024,26,Endgame Gear XM1r,Gaming Mice,1,1299,700,1299,700,599,Working Professional,Gauteng
TT-2024-0204,03/07/2024,24,Corsair Dark Core RGB Pro SE,Gaming Mice,2,1999,1110,3998,2220,1778,Student,Gauteng
TT-2024-0063,06/07/2024,50,Peak Design Mobile Case + Wallet,Phone Accessories,2,1299,680,2598,1360,1238,Working Professional,Western Cape
TT-2024-0301,06/07/2024,50,Peak Design Mobile Case + Wallet,Phone Accessories,1,1299,680,1299,680,619,Student,KwaZulu-Natal
TT-2024-0474,06/07/2024,48,Samsung 45W Super Fast Charger,Phone Accessories,1,699,350,699,350,349,Student,Gauteng
TT-2024-0335,07/07/2024,49,OtterBox Defender Series iPhone 15,Phone Accessories,1,999,510,999,510,489,Student,Gauteng
TT-2024-0414,09/07/2024,36,UE Wonderboom 3,Speakers,2,1499,810,2998,1620,1378,Working Professional,Western Cape
TT-2024-0265,12/07/2024,4,JBL Tune 770NC,Headphones,2,1899,1010,3798,2020,1778,Student,Western Cape
TT-2024-0118,13/07/2024,13,Razer BlackWidow V3 TKL,Keyboards,2,2499,1380,4998,2760,2238,Student,KwaZulu-Natal
TT-2024-0180,13/07/2024,25,Glorious Model O Wireless,Gaming Mice,1,1499,820,1499,820,679,Student,Western Cape
TT-2024-0419,13/07/2024,49,OtterBox Defender Series iPhone 15,Phone Accessories,1,999,510,999,510,489,Student,Western Cape
TT-2024-0139,14/07/2024,47,Anker PowerCore 26800 PD,Phone Accessories,1,1599,860,1599,860,739,Working Professional,KwaZulu-Natal
TT-2024-0263,14/07/2024,46,Spigen Rugged Armor Case,Phone Accessories,2,499,240,998,480,518,Working Professional,Gauteng
TT-2024-0195,15/07/2024,48,Samsung 45W Super Fast Charger,Phone Accessories,2,699,350,1398,700,698,Working Professional,Western Cape
TT-2024-0033,17/07/2024,35,Bang & Olufsen Beosound A1,Speakers,2,5999,3590,11998,7180,4818,Working Professional,Gauteng
TT-2024-0067,19/07/2024,22,Razer Basilisk V3 X HyperSpeed,Gaming Mice,1,1649,910,1649,910,739,Student,Eastern Cape
TT-2024-0137,22/07/2024,49,OtterBox Defender Series iPhone 15,Phone Accessories,1,999,510,999,510,489,Student,Northern Cape
TT-2024-0131,23/07/2024,34,Sony SRS-XB33,Speakers,2,2299,1280,4598,2560,2038,Student,Gauteng
TT-2024-0334,27/07/2024,21,Logitech G Pro X Superlight 2,Gaming Mice,2,1899,1070,3798,2140,1658,Student,Free State
TT-2024-0494,27/07/2024,36,UE Wonderboom 3,Speakers,1,1499,810,1499,810,689,Student,Western Cape
TT-2024-0355,28/07/2024,16,HyperX Alloy Origins 65,Keyboards,1,1799,970,1799,970,829,Student,Gauteng
TT-2024-0240,30/07/2024,11,Keychron Q3 Max,Keyboards,1,3799,2150,3799,2150,1649,Student,Mpumalanga
TT-2024-0268,30/07/2024,13,Razer BlackWidow V3 TKL,Keyboards,2,2499,1380,4998,2760,2238,Student,Mpumalanga
TT-2024-0326,30/07/2024,42,Nomad Base One Max,Phone Accessories,2,2799,1610,5598,3220,2378,Student,Western Cape
TT-2024-0105,31/07/2024,42,Nomad Base One Max,Phone Accessories,2,2799,1610,5598,3220,2378,Student,Gauteng
TT-2024-0065,01/08/2024,17,Anne Pro 2,Keyboards,1,2199,1200,2199,1200,999,Student,Mpumalanga
TT-2024-0308,01/08/2024,2,SoundCore Nova X Pro,Headphones,1,2499,1380,2499,1380,1119,Working Professional,Gauteng
TT-2024-0044,02/08/2024,44,Casetify Impact Case iPhone 15 Pro,Phone Accessories,2,799,400,1598,800,798,Working Professional,Gauteng
TT-2024-0210,02/08/2024,49,OtterBox Defender Series iPhone 15,Phone Accessories,2,999,510,1998,1020,978,Student,Gauteng
TT-2024-0357,02/08/2024,18,Royal Kludge RK84,Keyboards,2,1499,790,2998,1580,1418,Working Professional,Gauteng
TT-2024-0386,02/08/2024,41,Anker MagSafe 3-in-1 Charger,Phone Accessories,1,1299,690,1299,690,609,Working Professional,Gauteng
TT-2024-0285,04/08/2024,20,Akko 3068B Plus Black & Gold,Keyboards,2,1999,1080,3998,2160,1838,Student,Western Cape
TT-2024-0401,05/08/2024,14,Corsair K95 RGB Platinum XT,Keyboards,1,4999,2900,4999,2900,2099,Working Professional,Eastern Cape
TT-2024-0231,08/08/2024,32,Marshall Emberton III,Speakers,1,2899,1650,2899,1650,1249,Student,Mpumalanga
TT-2024-0104,09/08/2024,47,Anker PowerCore 26800 PD,Phone Accessories,1,1599,860,1599,860,739,Student,Western Cape
TT-2024-0320,09/08/2024,43,Belkin MagSafe Car Vent Mount Pro,Phone Accessories,1,899,470,899,470,429,Working Professional,KwaZulu-Natal
TT-2024-0488,09/08/2024,24,Corsair Dark Core RGB Pro SE,Gaming Mice,1,1999,1110,1999,1110,889,Student,Northern Cape
TT-2024-0358,10/08/2024,21,Logitech G Pro X Superlight 2,Gaming Mice,2,1899,1070,3798,2140,1658,Student,Western Cape
TT-2024-0425,10/08/2024,34,Sony SRS-XB33,Speakers,2,2299,1280,4598,2560,2038,Student,Gauteng
TT-2024-0097,13/08/2024,27,Zowie EC2-C,Gaming Mice,2,1699,950,3398,1900,1498,Working Professional,Mpumalanga
TT-2024-0406,14/08/2024,18,Royal Kludge RK84,Keyboards,1,1499,790,1499,790,709,Student,Northern Cape
TT-2024-0050,15/08/2024,7,Anker Soundcore Q45,Headphones,2,1199,620,2398,1240,1158,Working Professional,Free State
TT-2024-0207,15/08/2024,46,Spigen Rugged Armor Case,Phone Accessories,2,499,240,998,480,518,Student,Western Cape
TT-2024-0453,16/08/2024,31,JBL Charge 5,Speakers,2,2199,1230,4398,2460,1938,Student,Limpopo
TT-2024-0493,16/08/2024,49,OtterBox Defender Series iPhone 15,Phone Accessories,2,999,510,1998,1020,978,Working Professional,North West
TT-2024-0439,17/08/2024,49,OtterBox Defender Series iPhone 15,Phone Accessories,2,999,510,1998,1020,978,Working Professional,Gauteng
TT-2024-0467,17/08/2024,34,Sony SRS-XB33,Speakers,1,2299,1280,2299,1280,1019,Working Professional,Gauteng
TT-2024-0497,17/08/2024,16,HyperX Alloy Origins 65,Keyboards,1,1799,970,1799,970,829,Working Professional,Western Cape
TT-2024-0194,19/08/2024,21,Logitech G Pro X Superlight 2,Gaming Mice,2,1899,1070,3798,2140,1658,Working Professional,KwaZulu-Natal
TT-2024-0324,20/08/2024,12,Logitech MX Keys S,Keyboards,2,2999,1680,5998,3360,2638,Student,Eastern Cape
TT-2024-0361,20/08/2024,36,UE Wonderboom 3,Speakers,1,1499,810,1499,810,689,Student,Mpumalanga
TT-2024-0434,20/08/2024,5,Sennheiser HD 560S,Headphones,1,3299,1880,3299,1880,1419,Working Professional,Gauteng
TT-2024-0159,21/08/2024,13,Razer BlackWidow V3 TKL,Keyboards,1,2499,1380,2499,1380,1119,Working Professional,Western Cape
TT-2024-0202,22/08/2024,20,Akko 3068B Plus Black & Gold,Keyboards,1,1999,1080,1999,1080,919,Student,Western Cape
TT-2024-0278,22/08/2024,7,Anker Soundcore Q45,Headphones,1,1199,620,1199,620,579,Working Professional,Eastern Cape
TT-2024-0490,22/08/2024,40,Bose SoundLink Mini II SE,Speakers,2,3799,2190,7598,4380,3218,Working Professional,Eastern Cape
TT-2024-0068,23/08/2024,7,Anker Soundcore Q45,Headphones,2,1199,620,2398,1240,1158,Working Professional,Mpumalanga
TT-2024-0413,23/08/2024,28,HyperX Pulsefire Haste 2 Wireless,Gaming Mice,2,1199,640,2398,1280,1118,Student,Gauteng
TT-2024-0066,24/08/2024,48,Samsung 45W Super Fast Charger,Phone Accessories,2,699,350,1398,700,698,Working Professional,KwaZulu-Natal
TT-2024-0018,25/08/2024,12,Logitech MX Keys S,Keyboards,2,2999,1680,5998,3360,2638,Student,Western Cape
TT-2024-0206,26/08/2024,42,Nomad Base One Max,Phone Accessories,2,2799,1610,5598,3220,2378,Student,Gauteng
TT-2024-0215,26/08/2024,29,Razer DeathAdder V3 HyperSpeed,Gaming Mice,1,1399,760,1399,760,639,Student,Western Cape
TT-2024-0064,29/08/2024,16,HyperX Alloy Origins 65,Keyboards,2,1799,970,3598,1940,1658,Student,Western Cape
TT-2024-0410,30/08/2024,24,Corsair Dark Core RGB Pro SE,Gaming Mice,1,1999,1110,1999,1110,889,Student,Eastern Cape
TT-2024-0146,31/08/2024,45,UGREEN 100W GaN Charger (4-port),Phone Accessories,1,1099,580,1099,580,519,Working Professional,Eastern Cape
TT-2024-0363,31/08/2024,32,Marshall Emberton III,Speakers,1,2899,1650,2899,1650,1249,Student,Western Cape
TT-2024-0046,01/09/2024,17,Anne Pro 2,Keyboards,2,2199,1200,4398,2400,1998,Student,Northern Cape
TT-2024-0480,01/09/2024,25,Glorious Model O Wireless,Gaming Mice,1,1499,820,1499,820,679,Student,Gauteng
TT-2024-0282,02/09/2024,26,Endgame Gear XM1r,Gaming Mice,1,1299,700,1299,700,599,Student,KwaZulu-Natal
TT-2024-0291,02/09/2024,23,SteelSeries Prime Wireless,Gaming Mice,2,1799,990,3598,1980,1618,Student,Limpopo
TT-2024-0365,03/09/2024,49,OtterBox Defender Series iPhone 15,Phone Accessories,2,999,510,1998,1020,978,Student,Gauteng
TT-2024-0356,06/09/2024,50,Peak Design Mobile Case + Wallet,Phone Accessories,2,1299,680,2598,1360,1238,Student,KwaZulu-Natal
TT-2024-0369,06/09/2024,24,Corsair Dark Core RGB Pro SE,Gaming Mice,1,1999,1110,1999,1110,889,Working Professional,Eastern Cape
TT-2024-0053,07/09/2024,25,Glorious Model O Wireless,Gaming Mice,1,1499,820,1499,820,679,Student,Eastern Cape
TT-2024-0366,08/09/2024,2,SoundCore Nova X Pro,Headphones,1,2499,1380,2499,1380,1119,Student,Gauteng
TT-2024-0340,09/09/2024,7,Anker Soundcore Q45,Headphones,2,1199,620,2398,1240,1158,Working Professional,Eastern Cape
TT-2024-0390,09/09/2024,34,Sony SRS-XB33,Speakers,1,2299,1280,2299,1280,1019,Student,Northern Cape
TT-2024-0455,09/09/2024,45,UGREEN 100W GaN Charger (4-port),Phone Accessories,2,1099,580,2198,1160,1038,Student,Gauteng
TT-2024-0307,10/09/2024,2,SoundCore Nova X Pro,Headphones,1,2499,1380,2499,1380,1119,Working Professional,Gauteng
TT-2024-0451,10/09/2024,32,Marshall Emberton III,Speakers,1,2899,1650,2899,1650,1249,Working Professional,Limpopo
TT-2024-0127,12/09/2024,44,Casetify Impact Case iPhone 15 Pro,Phone Accessories,2,799,400,1598,800,798,Student,Limpopo
TT-2024-0138,12/09/2024,44,Casetify Impact Case iPhone 15 Pro,Phone Accessories,1,799,400,799,400,399,Student,Limpopo
TT-2024-0449,12/09/2024,49,OtterBox Defender Series iPhone 15,Phone Accessories,1,999,510,999,510,489,Student,Gauteng
TT-2024-0492,13/09/2024,10,Jabra Evolve2 55,Headphones,1,8499,5100,8499,5100,3399,Student,Gauteng
TT-2024-0027,15/09/2024,28,HyperX Pulsefire Haste 2 Wireless,Gaming Mice,2,1199,640,2398,1280,1118,Working Professional,Northern Cape
TT-2024-0081,15/09/2024,44,Casetify Impact Case iPhone 15 Pro,Phone Accessories,1,799,400,799,400,399,Student,KwaZulu-Natal
TT-2024-0008,16/09/2024,23,SteelSeries Prime Wireless,Gaming Mice,2,1799,990,3598,1980,1618,Student,KwaZulu-Natal
TT-2024-0014,16/09/2024,48,Samsung 45W Super Fast Charger,Phone Accessories,1,699,350,699,350,349,Working Professional,Western Cape
TT-2024-0332,16/09/2024,25,Glorious Model O Wireless,Gaming Mice,2,1499,820,2998,1640,1358,Working Professional,Eastern Cape
TT-2024-0437,16/09/2024,36,UE Wonderboom 3,Speakers,2,1499,810,2998,1620,1378,Student,Eastern Cape
TT-2024-0200,17/09/2024,11,Keychron Q3 Max,Keyboards,2,3799,2150,7598,4300,3298,Student,North West
TT-2024-0093,18/09/2024,46,Spigen Rugged Armor Case,Phone Accessories,2,499,240,998,480,518,Student,Northern Cape
TT-2024-0348,18/09/2024,22,Razer Basilisk V3 X HyperSpeed,Gaming Mice,2,1649,910,3298,1820,1478,Working Professional,KwaZulu-Natal
TT-2024-0142,19/09/2024,20,Akko 3068B Plus Black & Gold,Keyboards,1,1999,1080,1999,1080,919,Student,Gauteng
TT-2024-0368,19/09/2024,50,Peak Design Mobile Case + Wallet,Phone Accessories,2,1299,680,2598,1360,1238,Working Professional,Gauteng
TT-2024-0056,20/09/2024,26,Endgame Gear XM1r,Gaming Mice,1,1299,700,1299,700,599,Student,Western Cape
TT-2024-0108,21/09/2024,48,Samsung 45W Super Fast Charger,Phone Accessories,1,699,350,699,350,349,Student,Gauteng
TT-2024-0408,21/09/2024,43,Belkin MagSafe Car Vent Mount Pro,Phone Accessories,2,899,470,1798,940,858,Student,Gauteng
TT-2024-0106,22/09/2024,2,SoundCore Nova X Pro,Headphones,1,2499,1380,2499,1380,1119,Working Professional,Gauteng
TT-2024-0188,22/09/2024,46,Spigen Rugged Armor Case,Phone Accessories,1,499,240,499,240,259,Student,Gauteng
TT-2024-0042,23/09/2024,39,JBL Flip 6,Speakers,2,1799,990,3598,1980,1618,Student,Western Cape
TT-2024-0322,24/09/2024,43,Belkin MagSafe Car Vent Mount Pro,Phone Accessories,1,899,470,899,470,429,Student,Northern Cape
TT-2024-0411,24/09/2024,23,SteelSeries Prime Wireless,Gaming Mice,2,1799,990,3598,1980,1618,Working Professional,Gauteng
TT-2024-0060,25/09/2024,4,JBL Tune 770NC,Headphones,1,1899,1010,1899,1010,889,Working Professional,Gauteng
TT-2024-0080,26/09/2024,12,Logitech MX Keys S,Keyboards,1,2999,1680,2999,1680,1319,Student,Gauteng
TT-2024-0378,29/09/2024,39,JBL Flip 6,Speakers,1,1799,990,1799,990,809,Working Professional,North West
TT-2024-0039,30/09/2024,47,Anker PowerCore 26800 PD,Phone Accessories,2,1599,860,3198,1720,1478,Student,KwaZulu-Natal
TT-2024-0169,01/10/2024,40,Bose SoundLink Mini II SE,Speakers,2,3799,2190,7598,4380,3218,Student,Western Cape
TT-2024-0391,01/10/2024,20,Akko 3068B Plus Black & Gold,Keyboards,1,1999,1080,1999,1080,919,Working Professional,KwaZulu-Natal
TT-2024-0243,02/10/2024,29,Razer DeathAdder V3 HyperSpeed,Gaming Mice,2,1399,760,2798,1520,1278,Student,Western Cape
TT-2024-0293,03/10/2024,46,Spigen Rugged Armor Case,Phone Accessories,1,499,240,499,240,259,Student,KwaZulu-Natal
TT-2024-0424,03/10/2024,19,Logitech G Pro X TKL Lightspeed,Keyboards,1,2799,1590,2799,1590,1209,Student,Gauteng
TT-2024-0269,06/10/2024,49,OtterBox Defender Series iPhone 15,Phone Accessories,1,999,510,999,510,489,Working Professional,Eastern Cape
TT-2024-0382,06/10/2024,41,Anker MagSafe 3-in-1 Charger,Phone Accessories,1,1299,690,1299,690,609,Working Professional,Free State
TT-2024-0048,07/10/2024,12,Logitech MX Keys S,Keyboards,1,2999,1680,2999,1680,1319,Working Professional,Free State
TT-2024-0213,07/10/2024,36,UE Wonderboom 3,Speakers,1,1499,810,1499,810,689,Student,Western Cape
TT-2024-0255,07/10/2024,26,Endgame Gear XM1r,Gaming Mice,3,1299,700,3897,2100,1797,Working Professional,Gauteng
TT-2024-0349,07/10/2024,50,Peak Design Mobile Case + Wallet,Phone Accessories,1,1299,680,1299,680,619,Student,Eastern Cape
TT-2024-0319,09/10/2024,18,Royal Kludge RK84,Keyboards,3,1499,790,4497,2370,2127,Student,Gauteng
TT-2024-0098,11/10/2024,22,Razer Basilisk V3 X HyperSpeed,Gaming Mice,3,1649,910,4947,2730,2217,Working Professional,Eastern Cape
TT-2024-0315,11/10/2024,36,UE Wonderboom 3,Speakers,1,1499,810,1499,810,689,Working Professional,Gauteng
TT-2024-0398,13/10/2024,36,UE Wonderboom 3,Speakers,3,1499,810,4497,2430,2067,Working Professional,Free State
TT-2024-0486,13/10/2024,21,Logitech G Pro X Superlight 2,Gaming Mice,2,1899,1070,3798,2140,1658,Student,Gauteng
TT-2024-0177,14/10/2024,40,Bose SoundLink Mini II SE,Speakers,3,3799,2190,11397,6570,4827,Student,Gauteng
TT-2024-0217,14/10/2024,21,Logitech G Pro X Superlight 2,Gaming Mice,1,1899,1070,1899,1070,829,Working Professional,Western Cape
TT-2024-0083,15/10/2024,24,Corsair Dark Core RGB Pro SE,Gaming Mice,1,1999,1110,1999,1110,889,Working Professional,Gauteng
TT-2024-0266,16/10/2024,28,HyperX Pulsefire Haste 2 Wireless,Gaming Mice,2,1199,640,2398,1280,1118,Student,Gauteng
TT-2024-0288,16/10/2024,26,Endgame Gear XM1r,Gaming Mice,3,1299,700,3897,2100,1797,Working Professional,Mpumalanga
TT-2024-0448,16/10/2024,2,SoundCore Nova X Pro,Headphones,1,2499,1380,2499,1380,1119,Student,Gauteng
TT-2024-0089,17/10/2024,33,Bose SoundLink Flex,Speakers,1,3499,2000,3499,2000,1499,Student,Gauteng
TT-2024-0164,18/10/2024,41,Anker MagSafe 3-in-1 Charger,Phone Accessories,1,1299,690,1299,690,609,Student,Western Cape
TT-2024-0153,19/10/2024,46,Spigen Rugged Armor Case,Phone Accessories,1,499,240,499,240,259,Working Professional,Gauteng
TT-2024-0292,19/10/2024,16,HyperX Alloy Origins 65,Keyboards,1,1799,970,1799,970,829,Student,Gauteng
TT-2024-0400,19/10/2024,49,OtterBox Defender Series iPhone 15,Phone Accessories,3,999,510,2997,1530,1467,Student,Gauteng
TT-2024-0412,19/10/2024,23,SteelSeries Prime Wireless,Gaming Mice,1,1799,990,1799,990,809,Working Professional,Western Cape
TT-2024-0487,19/10/2024,27,Zowie EC2-C,Gaming Mice,1,1699,950,1699,950,749,Student,Gauteng
TT-2024-0010,20/10/2024,11,Keychron Q3 Max,Keyboards,2,3799,2150,7598,4300,3298,Working Professional,KwaZulu-Natal
TT-2024-0043,20/10/2024,43,Belkin MagSafe Car Vent Mount Pro,Phone Accessories,3,899,470,2697,1410,1287,Working Professional,Gauteng
TT-2024-0174,20/10/2024,26,Endgame Gear XM1r,Gaming Mice,1,1299,700,1299,700,599,Student,North West
TT-2024-0134,21/10/2024,28,HyperX Pulsefire Haste 2 Wireless,Gaming Mice,1,1199,640,1199,640,559,Working Professional,Gauteng
TT-2024-0227,21/10/2024,22,Razer Basilisk V3 X HyperSpeed,Gaming Mice,3,1649,910,4947,2730,2217,Student,KwaZulu-Natal
TT-2024-0352,22/10/2024,25,Glorious Model O Wireless,Gaming Mice,1,1499,820,1499,820,679,Student,Gauteng
TT-2024-0295,24/10/2024,24,Corsair Dark Core RGB Pro SE,Gaming Mice,2,1999,1110,3998,2220,1778,Working Professional,Eastern Cape
TT-2024-0375,24/10/2024,11,Keychron Q3 Max,Keyboards,3,3799,2150,11397,6450,4947,Working Professional,Gauteng
TT-2024-0402,24/10/2024,16,HyperX Alloy Origins 65,Keyboards,2,1799,970,3598,1940,1658,Student,Western Cape
TT-2024-0483,24/10/2024,4,JBL Tune 770NC,Headphones,1,1899,1010,1899,1010,889,Student,North West
TT-2024-0199,25/10/2024,47,Anker PowerCore 26800 PD,Phone Accessories,3,1599,860,4797,2580,2217,Student,Western Cape
TT-2024-0441,25/10/2024,43,Belkin MagSafe Car Vent Mount Pro,Phone Accessories,3,899,470,2697,1410,1287,Student,Gauteng
TT-2024-0489,26/10/2024,14,Corsair K95 RGB Platinum XT,Keyboards,2,4999,2900,9998,5800,4198,Working Professional,Gauteng
TT-2024-0318,28/10/2024,29,Razer DeathAdder V3 HyperSpeed,Gaming Mice,1,1399,760,1399,760,639,Working Professional,KwaZulu-Natal
TT-2024-0331,28/10/2024,50,Peak Design Mobile Case + Wallet,Phone Accessories,2,1299,680,2598,1360,1238,Student,Gauteng
TT-2024-0041,29/10/2024,26,Endgame Gear XM1r,Gaming Mice,1,1299,700,1299,700,599,Working Professional,KwaZulu-Natal
TT-2024-0479,29/10/2024,23,SteelSeries Prime Wireless,Gaming Mice,2,1799,990,3598,1980,1618,Student,North West
TT-2024-0115,31/10/2024,30,Logitech G502 X Plus,Gaming Mice,1,2299,1290,2299,1290,1009,Student,North West
TT-2024-0300,31/10/2024,17,Anne Pro 2,Keyboards,2,2199,1200,4398,2400,1998,Working Professional,KwaZulu-Natal
TT-2024-0310,01/11/2024,42,Nomad Base One Max,Phone Accessories,2,2799,1610,5598,3220,2378,Student,Western Cape
TT-2024-0017,02/11/2024,47,Anker PowerCore 26800 PD,Phone Accessories,2,1599,860,3198,1720,1478,Working Professional,KwaZulu-Natal
TT-2024-0211,02/11/2024,49,OtterBox Defender Series iPhone 15,Phone Accessories,3,999,510,2997,1530,1467,Student,Western Cape
TT-2024-0055,03/11/2024,25,Glorious Model O Wireless,Gaming Mice,1,1499,820,1499,820,679,Student,Gauteng
TT-2024-0197,03/11/2024,42,Nomad Base One Max,Phone Accessories,1,2799,1610,2799,1610,1189,Working Professional,Gauteng
